"","...1","individual","status","prediction","binary","cluster","mean_dom","n_degs","neurotransmitter"
"44",3,"C21D","D",0.0111690442781612,0,4,0.0629988937829244,23,"Glutamatergic"
"45",4,"T11D","E",0.289981023450089,0,4,0.0629988937829244,23,"Glutamatergic"
"46",5,"T13D","D",0.0252152897768176,0,4,0.0629988937829244,23,"Glutamatergic"
"47",6,"T17D","NF",0.0491298487945481,0,4,0.0629988937829244,23,"Glutamatergic"
"48",7,"T19D","D",0.00656526169105522,0,4,0.0629988937829244,23,"Glutamatergic"
"49",8,"T5D","D",0.285646110891561,0,4,0.0629988937829244,23,"Glutamatergic"
"50",0,"A12D","E",0.788667572631367,1,5,0.895138099744997,9,"Glutamatergic"
"51",1,"A22D","D",0.998968317171659,1,5,0.895138099744997,9,"Glutamatergic"
"52",2,"A25D","D",0.999966457303126,1,5,0.895138099744997,9,"Glutamatergic"
"53",3,"C21D","D",0.999460032245673,1,5,0.895138099744997,9,"Glutamatergic"
"54",4,"T11D","E",0.998907509788984,1,5,0.895138099744997,9,"Glutamatergic"
"55",5,"T13D","D",0.973074176052516,1,5,0.895138099744997,9,"Glutamatergic"
"56",6,"T14D","D",0.983254046070023,1,5,0.895138099744997,9,"Glutamatergic"
"57",7,"T17D","NF",0.715559523943738,1,5,0.895138099744997,9,"Glutamatergic"
"58",8,"T19D","D",0.311957171637688,0,5,0.895138099744997,9,"Glutamatergic"
"59",9,"T5D","D",0.999286497734294,1,5,0.895138099744997,9,"Glutamatergic"
"60",0,"A12D","E",0.979991457109764,1,6,0.0563885376577653,66,"Mixed"
"61",1,"A22D","D",0.168367300099528,0,6,0.0563885376577653,66,"Mixed"
"62",2,"A25D","D",0.0155463478218883,0,6,0.0563885376577653,66,"Mixed"
"63",3,"C21D","D",0.0399158486226768,0,6,0.0563885376577653,66,"Mixed"
"64",4,"T11D","E",0.981657596228788,1,6,0.0563885376577653,66,"Mixed"
"65",5,"T13D","D",0.0270470439118953,0,6,0.0563885376577653,66,"Mixed"
"66",6,"T14D","D",0.0417738956867083,0,6,0.0563885376577653,66,"Mixed"
"67",7,"T17D","NF",0.839030866721666,1,6,0.0563885376577653,66,"Mixed"
"68",8,"T19D","D",0.0490599283337956,0,6,0.0563885376577653,66,"Mixed"
"69",9,"T5D","D",0.0530093991278648,0,6,0.0563885376577653,66,"Mixed"
"70",0,"A12D","E",0.970325451839734,1,7,0.582697073606695,7,"Glutamatergic"
"71",1,"A22D","D",0.61949154193482,1,7,0.582697073606695,7,"Glutamatergic"
"72",2,"A25D","D",0.967238679846487,1,7,0.582697073606695,7,"Glutamatergic"
"73",3,"C21D","D",0.466311006852997,0,7,0.582697073606695,7,"Glutamatergic"
"74",4,"T11D","E",0.989766748608319,1,7,0.582697073606695,7,"Glutamatergic"
"75",5,"T13D","D",0.99886100463864,1,7,0.582697073606695,7,"Glutamatergic"
"76",6,"T14D","D",7.30163728756242e-09,0,7,0.582697073606695,7,"Glutamatergic"
"77",7,"T17D","NF",0.0598837715095241,0,7,0.582697073606695,7,"Glutamatergic"
"78",8,"T19D","D",0.0482195275204677,0,7,0.582697073606695,7,"Glutamatergic"
"79",9,"T5D","D",0.978757747151818,1,7,0.582697073606695,7,"Glutamatergic"
"80",0,"A12D","E",0.139615025520667,0,8,0.366399313407853,12,"Glutamatergic"
"81",1,"A22D","D",0.206718118472918,0,8,0.366399313407853,12,"Glutamatergic"
"82",2,"A25D","D",0.89342848689125,1,8,0.366399313407853,12,"Glutamatergic"
"83",3,"C21D","D",0.045230354356931,0,8,0.366399313407853,12,"Glutamatergic"
"84",4,"T11D","E",0.570870994888503,1,8,0.366399313407853,12,"Glutamatergic"
"85",5,"T13D","D",0.0379069207774845,0,8,0.366399313407853,12,"Glutamatergic"
"86",6,"T14D","D",0.886986585950732,1,8,0.366399313407853,12,"Glutamatergic"
"87",7,"T17D","NF",0.795597617313247,1,8,0.366399313407853,12,"Glutamatergic"
"88",8,"T19D","D",0.292469405716787,0,8,0.366399313407853,12,"Glutamatergic"
"89",9,"T5D","D",0.202055321688869,0,8,0.366399313407853,12,"Glutamatergic"
"90",0,"A12D","E",0.150179353528702,0,9,0.0595133497606936,3,"Mixed"
"91",1,"A22D","D",0.0629382665199621,0,9,0.0595133497606936,3,"Mixed"
"92",2,"A25D","D",0.00020844611349918,0,9,0.0595133497606936,3,"Mixed"
"93",3,"C21D","D",0.00617806292104094,0,9,0.0595133497606936,3,"Mixed"
"94",4,"T11D","E",0.98493187436744,1,9,0.0595133497606936,3,"Mixed"
"95",5,"T13D","D",0.0161000929559834,0,9,0.0595133497606936,3,"Mixed"
"96",6,"T14D","D",0.299836593546507,0,9,0.0595133497606936,3,"Mixed"
"97",7,"T17D","NF",0.000326753029747,0,9,0.0595133497606936,3,"Mixed"
"98",8,"T19D","D",0.00951767683618227,0,9,0.0595133497606936,3,"Mixed"
"99",9,"T5D","D",0.0218143094316804,0,9,0.0595133497606936,3,"Mixed"
"100",0,"A12D","E",0.0776971516705485,0,10,0.695178815440637,9,"Glutamatergic"
"101",1,"A22D","D",0.630377473099886,1,10,0.695178815440637,9,"Glutamatergic"
"102",2,"A25D","D",0.833753872708238,1,10,0.695178815440637,9,"Glutamatergic"
"103",3,"C21D","D",0.989486371214644,1,10,0.695178815440637,9,"Glutamatergic"
"104",4,"T11D","E",0.386953866076453,0,10,0.695178815440637,9,"Glutamatergic"
"105",5,"T13D","D",0.143472857555582,0,10,0.695178815440637,9,"Glutamatergic"
"106",6,"T14D","D",0.842961959815416,1,10,0.695178815440637,9,"Glutamatergic"
"107",7,"T17D","NF",0.211912163784499,0,10,0.695178815440637,9,"Glutamatergic"
"108",8,"T19D","D",0.902766996839753,1,10,0.695178815440637,9,"Glutamatergic"
"109",9,"T5D","D",0.523432176850937,1,10,0.695178815440637,9,"Glutamatergic"
"110",0,"A12D","E",0.0850458693687945,0,11,0.298284502353007,25,"Glial"
"111",1,"A22D","D",0.0299203977537335,0,11,0.298284502353007,25,"Glial"
"112",2,"A25D","D",0.0232396995389482,0,11,0.298284502353007,25,"Glial"
"113",3,"C21D","D",0.0117830735483825,0,11,0.298284502353007,25,"Glial"
"114",4,"T11D","E",0.959391036296618,1,11,0.298284502353007,25,"Glial"
"115",5,"T13D","D",0.235152945231163,0,11,0.298284502353007,25,"Glial"
"116",6,"T14D","D",0.683785385538304,1,11,0.298284502353007,25,"Glial"
"117",7,"T17D","NF",0.00351603153252219,0,11,0.298284502353007,25,"Glial"
"118",8,"T19D","D",0.216989153628604,0,11,0.298284502353007,25,"Glial"
"119",9,"T5D","D",0.887120861231911,1,11,0.298284502353007,25,"Glial"
"120",0,"A12D","E",0.907461938192412,1,12,0.210160561904182,7,"Glutamatergic"
"121",1,"A22D","D",0.49945272615047,0,12,0.210160561904182,7,"Glutamatergic"
"122",2,"A25D","D",0.0256965816077882,0,12,0.210160561904182,7,"Glutamatergic"
"123",3,"C21D","D",0.015848077746719,0,12,0.210160561904182,7,"Glutamatergic"
"124",4,"T11D","E",0.119022252554767,0,12,0.210160561904182,7,"Glutamatergic"
"125",5,"T13D","D",0.380448117170588,0,12,0.210160561904182,7,"Glutamatergic"
"126",6,"T14D","D",0.507656223555208,1,12,0.210160561904182,7,"Glutamatergic"
"127",7,"T17D","NF",0.0545841752707268,0,12,0.210160561904182,7,"Glutamatergic"
"128",8,"T19D","D",0.00968871682188621,0,12,0.210160561904182,7,"Glutamatergic"
"129",9,"T5D","D",0.0323334902766139,0,12,0.210160561904182,7,"Glutamatergic"
"130",0,"A12D","E",0.981594320259945,1,13,0.97394576760862,4,"Glial"
"131",1,"A22D","D",0.945477171481812,1,13,0.97394576760862,4,"Glial"
"132",2,"A25D","D",0.971732655937752,1,13,0.97394576760862,4,"Glial"
"133",3,"C21D","D",0.949660088146602,1,13,0.97394576760862,4,"Glial"
"134",4,"T11D","E",0.978103273023871,1,13,0.97394576760862,4,"Glial"
"135",5,"T13D","D",0.999333616320025,1,13,0.97394576760862,4,"Glial"
"136",6,"T14D","D",0.988002954605978,1,13,0.97394576760862,4,"Glial"
"137",7,"T17D","NF",0.225700213048721,0,13,0.97394576760862,4,"Glial"
"138",8,"T19D","D",0.963473552778466,1,13,0.97394576760862,4,"Glial"
"139",9,"T5D","D",0.999940333989702,1,13,0.97394576760862,4,"Glial"
"140",0,"A12D","E",0.600548655372937,1,14,0.454667847732735,2,"GABAergic"
"141",1,"A22D","D",0.69128489782415,1,14,0.454667847732735,2,"GABAergic"
"142",2,"A25D","D",0.526429685809654,1,14,0.454667847732735,2,"GABAergic"
"143",3,"C21D","D",0.0172539783817606,0,14,0.454667847732735,2,"GABAergic"
"144",4,"T11D","E",0.968070839132458,1,14,0.454667847732735,2,"GABAergic"
"145",5,"T13D","D",0.0150330872129793,0,14,0.454667847732735,2,"GABAergic"
"146",6,"T14D","D",0.0835229046916001,0,14,0.454667847732735,2,"GABAergic"
"147",7,"T17D","NF",0.0581120486733027,0,14,0.454667847732735,2,"GABAergic"
"148",8,"T19D","D",0.999344841386773,1,14,0.454667847732735,2,"GABAergic"
"149",9,"T5D","D",0.849805538822228,1,14,0.454667847732735,2,"GABAergic"
"150",0,"A12D","E",0.695050128187677,1,15,0.524189337012737,7,"Glial"
"151",1,"A22D","D",0.189881650552968,0,15,0.524189337012737,7,"Glial"
"152",2,"A25D","D",0.630732712697216,1,15,0.524189337012737,7,"Glial"
"153",3,"C21D","D",0.335225635883975,0,15,0.524189337012737,7,"Glial"
"154",4,"T11D","E",0.507621935999069,1,15,0.524189337012737,7,"Glial"
"155",5,"T13D","D",0.00636557313715896,0,15,0.524189337012737,7,"Glial"
"156",6,"T14D","D",0.913474155202674,1,15,0.524189337012737,7,"Glial"
"157",7,"T17D","NF",0.00054427053872106,0,15,0.524189337012737,7,"Glial"
"158",8,"T19D","D",0.80650660688221,1,15,0.524189337012737,7,"Glial"
"159",9,"T5D","D",0.787139024732953,1,15,0.524189337012737,7,"Glial"
"160",0,"A12D","E",0.0410225682552966,0,16,0.601077223905631,5,"Glutamatergic"
"161",1,"A22D","D",0.399374586085807,0,16,0.601077223905631,5,"Glutamatergic"
"162",2,"A25D","D",0.922244080839925,1,16,0.601077223905631,5,"Glutamatergic"
"163",3,"C21D","D",0.878289701152975,1,16,0.601077223905631,5,"Glutamatergic"
"164",4,"T11D","E",0.853137480080506,1,16,0.601077223905631,5,"Glutamatergic"
"165",5,"T13D","D",0.201026116945397,0,16,0.601077223905631,5,"Glutamatergic"
"166",6,"T14D","D",0.46719688930958,0,16,0.601077223905631,5,"Glutamatergic"
"167",7,"T17D","NF",0.894502843123606,1,16,0.601077223905631,5,"Glutamatergic"
"168",8,"T19D","D",0.912160230745639,1,16,0.601077223905631,5,"Glutamatergic"
"169",9,"T5D","D",0.427248962260092,0,16,0.601077223905631,5,"Glutamatergic"
"170",0,"A12D","E",0.592168174781645,1,17,0.273509305531903,9,"Glutamatergic"
"171",1,"A22D","D",0.758118322931372,1,17,0.273509305531903,9,"Glutamatergic"
"172",2,"A25D","D",0.265221706167701,0,17,0.273509305531903,9,"Glutamatergic"
"173",3,"C21D","D",0.042113668151549,0,17,0.273509305531903,9,"Glutamatergic"
"174",4,"T11D","E",0.096274071145244,0,17,0.273509305531903,9,"Glutamatergic"
"175",5,"T13D","D",0.258613984910955,0,17,0.273509305531903,9,"Glutamatergic"
"176",6,"T14D","D",0.137369744187704,0,17,0.273509305531903,9,"Glutamatergic"
"177",7,"T17D","NF",0.622278371461669,1,17,0.273509305531903,9,"Glutamatergic"
"178",8,"T19D","D",0.345822807600844,0,17,0.273509305531903,9,"Glutamatergic"
"179",9,"T5D","D",0.107304904773198,0,17,0.273509305531903,9,"Glutamatergic"
"180",0,"A12D","E",0.351169459850815,0,18,0.21996295819773,9,"Glutamatergic"
"181",1,"A22D","D",0.0768126203923973,0,18,0.21996295819773,9,"Glutamatergic"
"182",2,"A25D","D",0.0760488311064056,0,18,0.21996295819773,9,"Glutamatergic"
"183",3,"C21D","D",0.157670203753466,0,18,0.21996295819773,9,"Glutamatergic"
"184",4,"T11D","E",0.398964128852884,0,18,0.21996295819773,9,"Glutamatergic"
"185",5,"T13D","D",0.0632373615500207,0,18,0.21996295819773,9,"Glutamatergic"
"186",6,"T14D","D",0.999997327600819,1,18,0.21996295819773,9,"Glutamatergic"
"187",7,"T17D","NF",0.230953703900332,0,18,0.21996295819773,9,"Glutamatergic"
"188",8,"T19D","D",0.00512956338311727,0,18,0.21996295819773,9,"Glutamatergic"
"189",9,"T5D","D",0.160844799597884,0,18,0.21996295819773,9,"Glutamatergic"
"190",0,"A12D","E",0.234887046676943,0,19,0.391562350647053,6,"GABAergic"
"191",1,"A22D","D",0.156359760788454,0,19,0.391562350647053,6,"GABAergic"
"192",2,"A25D","D",0.685120432905804,1,19,0.391562350647053,6,"GABAergic"
"193",3,"C21D","D",0.0876343710309807,0,19,0.391562350647053,6,"GABAergic"
"194",4,"T11D","E",0.0708162343224241,0,19,0.391562350647053,6,"GABAergic"
"195",5,"T13D","D",0.14561552858791,0,19,0.391562350647053,6,"GABAergic"
"196",6,"T14D","D",0.0130503737580595,0,19,0.391562350647053,6,"GABAergic"
"197",7,"T17D","NF",0.933158683607869,1,19,0.391562350647053,6,"GABAergic"
"198",8,"T19D","D",0.811323986943602,1,19,0.391562350647053,6,"GABAergic"
"199",9,"T5D","D",0.841832000514562,1,19,0.391562350647053,6,"GABAergic"
"200",0,"A12D","E",0.519882968437049,1,20,0.104872820524939,8,"Glial"
"201",1,"A22D","D",0.090659871308289,0,20,0.104872820524939,8,"Glial"
"202",2,"A25D","D",0.00181675122778441,0,20,0.104872820524939,8,"Glial"
"203",3,"C21D","D",0.104260001277816,0,20,0.104872820524939,8,"Glial"
"204",4,"T11D","E",0.0214737245722031,0,20,0.104872820524939,8,"Glial"
"205",5,"T13D","D",0.00189956933243154,0,20,0.104872820524939,8,"Glial"
"206",6,"T14D","D",0.27548509651184,0,20,0.104872820524939,8,"Glial"
"207",7,"T17D","NF",0.0163491793958526,0,20,0.104872820524939,8,"Glial"
"208",8,"T19D","D",0.168045979005088,0,20,0.104872820524939,8,"Glial"
"209",9,"T5D","D",0.0919424750113245,0,20,0.104872820524939,8,"Glial"
"210",0,"A12D","E",0.822870624269553,1,21,0.545783455929453,5,"Glutamatergic"
"211",1,"A22D","D",0.684913719537545,1,21,0.545783455929453,5,"Glutamatergic"
"212",2,"A25D","D",0.789255958182606,1,21,0.545783455929453,5,"Glutamatergic"
"213",3,"C21D","D",0.636102410402441,1,21,0.545783455929453,5,"Glutamatergic"
"214",4,"T11D","E",0.410320731626531,0,21,0.545783455929453,5,"Glutamatergic"
"215",5,"T13D","D",0.594689579337424,1,21,0.545783455929453,5,"Glutamatergic"
"216",6,"T14D","D",0.962781587321019,1,21,0.545783455929453,5,"Glutamatergic"
"217",7,"T17D","NF",0.802983635549108,1,21,0.545783455929453,5,"Glutamatergic"
"218",8,"T19D","D",0.129085220404741,0,21,0.545783455929453,5,"Glutamatergic"
"219",9,"T5D","D",0.0236557163203972,0,21,0.545783455929453,5,"Glutamatergic"
"220",0,"A12D","E",0.349062377051646,0,22,0.477765974673659,1,"Glutamatergic"
"221",1,"A22D","D",0.586339532022408,1,22,0.477765974673659,1,"Glutamatergic"
"222",2,"A25D","D",0.359629671253052,0,22,0.477765974673659,1,"Glutamatergic"
"223",3,"C21D","D",0.498914390926743,0,22,0.477765974673659,1,"Glutamatergic"
"224",4,"T11D","E",0.531495649724202,1,22,0.477765974673659,1,"Glutamatergic"
"225",5,"T13D","D",0.388595926529587,0,22,0.477765974673659,1,"Glutamatergic"
"226",6,"T14D","D",0.591802281431314,1,22,0.477765974673659,1,"Glutamatergic"
"227",7,"T17D","NF",0.524937735786719,1,22,0.477765974673659,1,"Glutamatergic"
"228",8,"T19D","D",0.409394211836153,0,22,0.477765974673659,1,"Glutamatergic"
"229",9,"T5D","D",0.509685808716354,1,22,0.477765974673659,1,"Glutamatergic"
"230",0,"A12D","E",0.00584020531473485,0,23,0.21109936716524,2,"Glutamatergic"
"231",1,"A22D","D",0.177220293482869,0,23,0.21109936716524,2,"Glutamatergic"
"232",2,"A25D","D",0.00853017194015854,0,23,0.21109936716524,2,"Glutamatergic"
"233",3,"C21D","D",0.212355443092789,0,23,0.21109936716524,2,"Glutamatergic"
"234",4,"T11D","E",0.26195408591508,0,23,0.21109936716524,2,"Glutamatergic"
"235",5,"T13D","D",0.0335667954938591,0,23,0.21109936716524,2,"Glutamatergic"
"236",6,"T14D","D",0.999997441576234,1,23,0.21109936716524,2,"Glutamatergic"
"237",7,"T17D","NF",0.667050079988623,1,23,0.21109936716524,2,"Glutamatergic"
"238",8,"T19D","D",0.00380348249584617,0,23,0.21109936716524,2,"Glutamatergic"
"239",9,"T5D","D",0.0422219420749251,0,23,0.21109936716524,2,"Glutamatergic"
"240",0,"A12D","E",0.973405374538647,1,24,0.210830720699406,5,"Mixed"
"241",1,"A22D","D",0.83771336291002,1,24,0.210830720699406,5,"Mixed"
"242",2,"A25D","D",0.0983178436261775,0,24,0.210830720699406,5,"Mixed"
"243",3,"C21D","D",0.249305684679268,0,24,0.210830720699406,5,"Mixed"
"244",4,"T11D","E",0.154059401225348,0,24,0.210830720699406,5,"Mixed"
"245",5,"T13D","D",0.0169158910260684,0,24,0.210830720699406,5,"Mixed"
"246",6,"T14D","D",0.0521361553412162,0,24,0.210830720699406,5,"Mixed"
"247",7,"T17D","NF",0.277592341649067,0,24,0.210830720699406,5,"Mixed"
"248",8,"T19D","D",0.200191361222677,0,24,0.210830720699406,5,"Mixed"
"249",9,"T5D","D",0.0212347460904117,0,24,0.210830720699406,5,"Mixed"
"250",0,"A12D","E",0.733475966162931,1,25,0.332394596487315,2,"GABAergic"
"251",1,"A22D","D",0.15544103034954,0,25,0.332394596487315,2,"GABAergic"
"252",2,"A25D","D",0.228646563881717,0,25,0.332394596487315,2,"GABAergic"
"253",3,"C21D","D",0.745101130082491,1,25,0.332394596487315,2,"GABAergic"
"254",4,"T11D","E",0.182040650549034,0,25,0.332394596487315,2,"GABAergic"
"255",5,"T13D","D",0.198192435908389,0,25,0.332394596487315,2,"GABAergic"
"256",6,"T14D","D",0.0802412224472266,0,25,0.332394596487315,2,"GABAergic"
"257",7,"T17D","NF",0.65037297598426,1,25,0.332394596487315,2,"GABAergic"
"258",8,"T19D","D",0.26682982441855,0,25,0.332394596487315,2,"GABAergic"
"259",9,"T5D","D",0.652309968323294,1,25,0.332394596487315,2,"GABAergic"
